Method,Class,Loop,Vertical Line,Horizontal Line,Curvature
TCAV,7,0,1,1,0
TCAV,5,1,0,1,1
TCAV,1,1,1,0,0
TCAV,1,1,1,0,0
TCAV,8,1,0,1,1
TCAV,6,1,0,0,1
TCAV,5,0,1,1,0
TCAV,2,1,0,0,1
TCAV,4,0,1,1,0
True Prop.,8,1,0,0,1
True Prop.,4,0,1,1,0
True Prop.,8,1,0,0,1
True Prop.,7,0,1,1,0
True Prop.,7,0,1,1,0
True Prop.,0,1,0,0,1
True Prop.,7,0,1,1,0
True Prop.,8,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,6,1,0,0,1
True Prop.,0,1,0,0,1
True Prop.,4,0,1,1,0
True Prop.,8,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,2,1,0,0,1
True Prop.,4,0,1,1,0
True Prop.,7,0,1,1,0
True Prop.,6,1,0,0,1
True Prop.,6,1,0,0,1
True Prop.,6,1,0,0,1
True Prop.,4,0,1,1,0
True Prop.,7,0,1,1,0
True Prop.,1,0,1,0,0
True Prop.,8,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,2,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,6,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,0,1,0,0,1
True Prop.,0,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,7,0,1,1,0
True Prop.,6,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,7,0,1,1,0
True Prop.,9,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,5,0,0,1,1
True Prop.,4,0,1,1,0
True Prop.,3,0,0,0,1
True Prop.,3,0,0,0,1
True Prop.,6,1,0,0,1
True Prop.,1,0,1,0,0
True Prop.,2,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,7,0,1,1,0
True Prop.,3,0,0,0,1
True Prop.,3,0,0,0,1
True Prop.,2,1,0,0,1
True Prop.,0,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,3,0,0,0,1
True Prop.,8,1,0,0,1
True Prop.,4,0,1,1,0
True Prop.,3,0,0,0,1
True Prop.,6,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,5,0,0,1,1
True Prop.,0,1,0,0,1
True Prop.,2,1,0,0,1
True Prop.,0,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,0,1,0,0,1
True Prop.,7,0,1,1,0
True Prop.,4,0,1,1,0
True Prop.,6,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,5,0,0,1,1
True Prop.,1,0,1,0,0
True Prop.,9,1,0,0,1
True Prop.,6,1,0,0,1
True Prop.,1,0,1,0,0
True Prop.,4,0,1,1,0
True Prop.,5,0,0,1,1
True Prop.,4,0,1,1,0
True Prop.,5,0,0,1,1
True Prop.,0,1,0,0,1
True Prop.,5,0,0,1,1
True Prop.,9,1,0,0,1
True Prop.,5,0,0,1,1
True Prop.,2,1,0,0,1
True Prop.,1,0,1,0,0
True Prop.,2,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,1,0,1,0,0
True Prop.,9,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,4,0,1,1,0
True Prop.,0,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,4,0,1,1,0
True Prop.,5,0,0,1,1
True Prop.,2,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,2,1,0,0,1
True Prop.,1,0,1,0,0
True Prop.,2,1,0,0,1
True Prop.,1,0,1,0,0
True Prop.,7,0,1,1,0
True Prop.,3,0,0,0,1
True Prop.,6,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,4,0,1,1,0
True Prop.,9,1,0,0,1
True Prop.,1,0,1,0,0
True Prop.,9,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,5,0,0,1,1
True Prop.,7,0,1,1,0
True Prop.,5,0,0,1,1
True Prop.,1,0,1,0,0
True Prop.,1,0,1,0,0
True Prop.,8,1,0,0,1
True Prop.,6,1,0,0,1
True Prop.,5,0,0,1,1
True Prop.,2,1,0,0,1
True Prop.,4,0,1,1,0
TCAR,4,0,1,1,0
TCAR,3,0,1,1,0
TCAR,2,1,0,0,1
TCAR,3,0,0,0,1
TCAR,5,0,0,0,1
TCAR,6,1,0,1,1
TCAR,8,1,0,1,1
TCAR,8,0,0,0,1
TCAR,6,1,0,0,1
TCAR,2,0,1,0,0
TCAR,3,0,0,0,1
TCAR,1,1,0,1,0
TCAR,0,1,0,0,1
TCAR,5,0,0,1,1
TCAR,8,1,0,0,1
TCAR,9,0,1,1,0
TCAR,2,1,1,1,0
TCAR,9,0,1,1,0
TCAR,6,1,0,0,1
TCAR,7,0,1,1,0
TCAR,0,0,0,0,1
TCAR,4,0,1,1,0
TCAR,8,0,0,0,1
TCAR,7,0,1,1,0
TCAR,1,0,1,0,0
TCAR,7,0,1,1,0
TCAR,4,0,1,1,0
TCAR,1,0,1,1,0
TCAR,0,1,0,0,1
TCAR,9,0,1,1,0
TCAR,7,0,1,1,0
TCAR,2,1,0,0,1
TCAR,0,1,0,0,1
TCAR,0,1,0,0,1
TCAR,9,0,1,1,0
TCAR,1,0,1,0,0
TCAR,7,0,1,0,0
TCAR,8,1,0,0,1
TCAR,7,1,1,1,0
TCAR,8,0,0,0,1
TCAR,4,1,1,1,0
TCAR,7,0,1,1,0
TCAR,2,1,0,1,1
TCAR,0,1,0,0,1
TCAR,4,1,1,1,1
TCAR,6,1,0,0,1
TCAR,0,1,0,0,1
TCAR,3,0,1,1,0
TCAR,1,0,1,0,0
TCAR,1,0,1,0,0
TCAR,3,0,0,1,1
TCAR,3,0,0,0,1
TCAR,9,0,0,1,1
TCAR,6,1,0,0,1
TCAR,7,1,1,1,0
TCAR,4,0,1,1,0
TCAR,1,0,1,0,0
TCAR,5,1,0,1,1
TCAR,3,0,0,0,1
TCAR,0,1,0,0,1
TCAR,8,1,1,0,0
TCAR,7,0,1,0,0
TCAR,3,1,0,0,1
TCAR,9,0,1,1,0
TCAR,6,1,0,1,1
TCAR,9,0,1,1,0
TCAR,3,1,0,0,1
TCAR,5,0,1,0,0
TCAR,0,1,0,0,1
TCAR,2,0,0,0,1
TCAR,7,0,1,1,0
TCAR,4,0,1,0,0
TCAR,5,1,0,1,1
TCAR,1,0,1,1,0
TCAR,7,1,1,0,0
TCAR,5,0,0,0,1
TCAR,8,0,0,0,1
TCAR,0,0,0,0,1
TCAR,8,1,0,0,1
TCAR,8,0,1,1,0
TCAR,1,0,1,1,0
TCAR,5,0,0,1,0
TCAR,0,1,0,0,1
TCAR,3,0,1,1,0
TCAR,0,1,0,0,1
TCAR,3,0,0,0,1
TCAR,1,0,1,0,0
TCAR,4,1,1,1,0
TCAR,0,1,0,0,1
TCAR,3,1,0,0,1
TCAR,7,0,1,1,0
TCAR,2,1,0,0,1
TCAR,7,0,1,1,0
TCAR,1,0,1,0,0
TCAR,8,0,0,0,1
TCAR,0,0,0,0,1
TCAR,7,0,1,1,0
TCAR,0,1,0,0,1
TCAR,4,0,1,1,0
TCAR,3,1,0,0,1
TCAR,1,0,1,0,0
TCAR,9,1,1,1,0
TCAR,8,1,1,1,0
TCAR,7,0,1,1,0
TCAR,7,0,1,1,0
TCAR,1,1,0,1,0
TCAR,4,0,1,1,0
TCAR,9,0,1,1,0
TCAR,9,0,1,1,0
TCAR,3,0,0,0,1
TCAR,2,0,1,1,0
TCAR,1,0,1,0,0
TCAR,7,0,1,1,0
TCAR,9,1,1,1,0
TCAR,0,1,0,0,1
TCAR,2,1,0,0,1
TCAR,0,1,0,0,1
TCAR,3,0,0,0,1
TCAR,3,0,0,1,1
TCAR,7,0,1,1,0
TCAV,4,0,1,1,0
TCAV,3,0,0,0,1
TCAV,2,1,0,0,1
TCAV,3,0,0,0,1
TCAV,5,1,1,1,0
TCAV,6,1,0,0,1
TCAV,8,0,0,1,1
TCAV,8,0,0,0,1
TCAV,6,1,0,0,1
TCAV,2,1,0,0,1
TCAV,3,1,0,0,1
TCAV,1,1,0,0,1
TCAV,0,1,0,0,1
TCAV,5,0,0,1,1
TCAV,8,0,0,1,1
TCAV,9,0,1,1,0
TCAV,2,1,0,0,1
TCAV,9,0,1,1,0
TCAV,6,1,0,0,1
TCAV,7,0,1,1,0
TCAV,0,1,0,0,1
TCAV,4,0,1,1,0
TCAV,8,0,0,0,1
TCAV,7,0,1,1,0
TCAV,1,1,1,0,0
TCAV,7,0,1,1,0
TCAV,4,0,1,1,0
TCAV,1,1,0,0,1
TCAV,0,1,0,0,1
TCAV,9,0,1,1,0
TCAV,7,0,1,1,0
TCAV,2,1,0,0,1
TCAV,0,1,0,0,1
TCAV,0,1,0,0,1
TCAV,9,0,1,1,0
TCAV,1,1,1,0,0
TCAV,7,0,1,1,0
TCAV,8,0,0,1,1
TCAV,7,0,1,1,0
TCAV,8,1,0,0,1
TCAV,4,1,1,1,0
TCAV,7,0,1,1,0
TCAV,2,1,0,0,1
TCAV,0,1,0,0,1
TCAV,4,1,1,1,0
TCAV,6,1,0,0,1
TCAV,0,1,0,0,1
TCAV,3,1,0,0,1
TCAV,1,1,0,0,1
TCAV,1,0,1,0,0
TCAV,3,0,0,0,1
TCAV,3,0,0,0,1
TCAV,9,0,1,1,0
TCAV,6,1,0,0,1
TCAV,7,0,1,1,0
TCAV,4,0,1,1,0
TCAV,1,1,0,0,1
TCAV,5,0,1,1,0
TCAV,3,0,0,0,1
TCAV,0,1,0,0,1
TCAV,8,1,0,1,1
TCAV,7,0,1,1,0
TCAV,3,0,0,0,1
TCAV,9,0,1,1,0
TCAV,6,1,0,0,1
TCAV,9,0,1,1,0
TCAV,3,0,0,0,1
TCAV,5,0,1,1,0
TCAV,0,1,0,0,1
TCAV,2,1,0,0,1
TCAV,7,0,1,1,0
TCAV,4,0,1,1,0
TCAV,5,1,0,1,1
TCAV,1,1,0,0,1
TCAV,7,0,1,1,0
TCAV,5,1,0,1,1
TCAV,8,0,0,1,1
TCAV,0,1,0,0,1
TCAV,8,0,0,0,1
TCAV,8,1,0,1,1
TCAV,1,1,0,0,1
TCAV,5,0,0,1,1
TCAV,0,1,0,0,1
TCAV,3,1,0,0,1
TCAV,0,1,0,0,1
TCAV,3,0,0,0,1
TCAV,1,0,1,0,0
TCAV,4,0,1,1,0
TCAV,0,1,0,0,1
TCAV,3,0,0,0,1
TCAV,7,0,1,1,0
TCAV,2,1,0,0,1
TCAV,7,0,1,1,0
TCAV,1,1,1,0,0
TCAV,8,0,0,1,1
TCAV,0,1,0,0,1
TCAV,7,0,1,1,0
TCAV,0,1,0,0,1
TCAV,4,0,1,1,0
TCAV,3,0,0,0,1
TCAV,1,1,1,0,0
TCAV,9,0,1,1,0
TCAV,8,0,0,0,1
TCAV,7,0,1,1,0
TCAV,7,0,1,1,0
TCAV,1,1,0,0,1
TCAV,4,0,1,1,0
TCAV,9,0,1,1,0
TCAV,9,0,1,1,0
TCAV,3,1,0,0,1
TCAV,2,1,0,0,1
TCAV,1,1,1,0,0
TCAV,7,0,1,1,0
TCAV,9,0,1,1,0
TCAV,0,1,0,0,1
TCAV,2,1,0,0,1
TCAV,0,1,0,0,1
TCAV,3,0,0,0,1
TCAV,3,0,0,0,1
TCAV,7,0,1,1,0
True Prop.,4,0,1,1,0
True Prop.,3,0,0,0,1
True Prop.,2,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,5,0,0,1,1
True Prop.,6,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,6,1,0,0,1
True Prop.,2,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,1,0,1,0,0
True Prop.,0,1,0,0,1
True Prop.,5,0,0,1,1
True Prop.,8,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,2,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,6,1,0,0,1
True Prop.,7,0,1,1,0
True Prop.,0,1,0,0,1
True Prop.,4,0,1,1,0
True Prop.,8,1,0,0,1
True Prop.,7,0,1,1,0
True Prop.,1,0,1,0,0
True Prop.,7,0,1,1,0
True Prop.,4,0,1,1,0
True Prop.,1,0,1,0,0
True Prop.,0,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,7,0,1,1,0
True Prop.,2,1,0,0,1
True Prop.,0,1,0,0,1
True Prop.,0,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,1,0,1,0,0
True Prop.,7,0,1,1,0
True Prop.,8,1,0,0,1
True Prop.,7,0,1,1,0
True Prop.,8,1,0,0,1
True Prop.,4,0,1,1,0
True Prop.,7,0,1,1,0
True Prop.,2,1,0,0,1
True Prop.,0,1,0,0,1
True Prop.,4,0,1,1,0
True Prop.,6,1,0,0,1
True Prop.,0,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,1,0,1,0,0
True Prop.,1,0,1,0,0
True Prop.,3,0,0,0,1
True Prop.,3,0,0,0,1
True Prop.,9,1,0,0,1
True Prop.,6,1,0,0,1
True Prop.,7,0,1,1,0
True Prop.,4,0,1,1,0
True Prop.,1,0,1,0,0
True Prop.,5,0,0,1,1
True Prop.,3,0,0,0,1
True Prop.,0,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,7,0,1,1,0
True Prop.,3,0,0,0,1
True Prop.,9,1,0,0,1
True Prop.,6,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,5,0,0,1,1
True Prop.,0,1,0,0,1
True Prop.,2,1,0,0,1
True Prop.,7,0,1,1,0
True Prop.,4,0,1,1,0
True Prop.,5,0,0,1,1
True Prop.,1,0,1,0,0
True Prop.,7,0,1,1,0
True Prop.,5,0,0,1,1
True Prop.,8,1,0,0,1
True Prop.,0,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,1,0,1,0,0
True Prop.,5,0,0,1,1
True Prop.,0,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,0,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,1,0,1,0,0
True Prop.,4,0,1,1,0
True Prop.,0,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,7,0,1,1,0
True Prop.,2,1,0,0,1
True Prop.,7,0,1,1,0
True Prop.,1,0,1,0,0
True Prop.,8,1,0,0,1
True Prop.,0,1,0,0,1
True Prop.,7,0,1,1,0
True Prop.,0,1,0,0,1
True Prop.,4,0,1,1,0
True Prop.,3,0,0,0,1
True Prop.,1,0,1,0,0
True Prop.,9,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,7,0,1,1,0
True Prop.,7,0,1,1,0
True Prop.,1,0,1,0,0
True Prop.,4,0,1,1,0
True Prop.,9,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,2,1,0,0,1
True Prop.,1,0,1,0,0
True Prop.,7,0,1,1,0
True Prop.,9,1,0,0,1
True Prop.,0,1,0,0,1
True Prop.,2,1,0,0,1
True Prop.,0,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,3,0,0,0,1
True Prop.,7,0,1,1,0
TCAR,6,1,0,1,1
TCAR,9,1,0,1,1
TCAR,2,1,0,0,1
TCAR,3,0,0,0,1
TCAR,3,0,0,0,1
TCAR,7,0,1,1,0
TCAR,7,0,1,1,0
TCAR,0,1,0,0,1
TCAR,0,1,1,1,1
TCAR,7,0,1,1,0
TCAR,5,0,0,0,1
TCAR,2,1,0,0,1
TCAR,9,0,1,1,0
TCAR,8,1,0,0,1
TCAR,7,0,1,1,0
TCAR,4,1,1,1,0
TCAR,4,0,1,1,0
TCAR,2,1,0,0,1
TCAR,6,1,0,1,1
TCAR,6,1,0,0,1
TCAR,1,0,1,0,0
TCAR,9,0,1,1,0
TCAR,6,1,0,1,1
TCAR,8,0,1,1,0
TCAR,2,0,0,0,1
TCAR,9,0,1,1,0
TCAR,0,1,0,0,1
TCAR,8,1,0,0,1
TCAR,3,0,0,1,1
TCAR,1,0,1,0,0
TCAR,1,0,1,0,0
TCAR,6,1,0,0,1
TCAR,3,0,0,0,1
TCAR,5,0,0,1,1
TCAR,1,0,1,0,0
TCAR,1,0,1,1,0
TCAR,1,0,1,0,0
TCAR,3,0,0,0,1
TCAR,1,0,1,0,0
TCAR,2,0,0,0,1
TCAR,3,0,0,0,1
TCAR,0,0,0,0,1
TCAR,2,0,0,0,1
TCAR,0,1,0,0,1
TCAR,1,0,1,0,0
TCAR,3,0,0,0,1
TCAR,5,0,1,1,1
TCAR,5,0,0,0,1
TCAR,7,0,1,1,0
TCAR,4,0,1,1,0
TCAR,8,0,1,1,0
TCAR,9,0,1,1,0
TCAR,6,1,0,0,1
TCAR,9,1,1,1,0
TCAR,6,1,0,0,1
TCAR,8,0,1,1,0
TCAR,3,0,0,0,1
TCAR,6,1,0,0,1
TCAR,6,1,0,0,1
TCAR,8,1,0,0,1
TCAR,5,0,0,0,1
TCAR,1,0,1,1,0
TCAR,4,0,1,1,0
TCAR,2,1,0,0,0
TCAR,4,0,1,1,0
TCAR,4,0,1,0,0
TCAR,5,1,0,1,1
TCAR,1,0,1,0,0
TCAR,1,0,1,0,0
TCAR,9,0,1,1,0
TCAR,0,1,0,0,1
TCAR,2,1,0,0,1
TCAR,4,0,1,1,0
TCAR,9,0,1,1,0
TCAR,5,1,0,0,1
TCAR,7,0,1,1,0
TCAR,1,0,1,0,0
TCAR,8,0,1,1,0
TCAR,8,1,0,0,1
TCAR,5,0,0,1,1
TCAR,6,1,0,1,1
TCAR,9,0,1,1,0
TCAR,8,1,0,1,1
TCAR,7,0,1,1,0
TCAR,1,0,1,0,0
TCAR,1,0,1,0,0
TCAR,6,0,1,0,0
TCAR,7,0,1,1,0
TCAR,6,1,0,0,1
TCAR,3,0,0,0,1
TCAR,2,1,0,0,1
TCAR,2,1,0,0,1
TCAR,0,1,0,0,1
TCAR,8,1,0,0,1
TCAR,9,0,1,1,0
TCAR,2,1,0,0,1
TCAR,5,0,0,0,1
TCAR,1,0,1,0,0
TCAR,0,1,0,0,1
TCAR,8,1,0,0,1
TCAR,1,0,1,0,0
TCAR,9,1,1,1,0
TCAR,5,0,0,1,1
TCAR,7,0,1,1,0
TCAR,9,0,1,1,0
TCAR,6,1,0,0,1
TCAR,9,0,1,1,0
TCAR,0,0,0,0,1
TCAR,6,0,1,0,0
TCAR,1,0,1,0,0
TCAR,5,1,0,1,1
TCAR,5,1,0,1,1
TCAR,8,0,0,0,1
TCAR,3,0,0,0,1
TCAR,8,1,0,0,1
TCAR,2,1,0,0,1
TCAR,6,1,0,0,1
TCAR,5,1,0,0,1
TCAR,0,1,0,0,1
TCAR,7,0,1,1,0
TCAV,6,1,0,0,1
TCAV,9,1,1,1,0
TCAV,2,1,0,0,1
TCAV,3,0,0,0,1
TCAV,3,0,0,0,1
TCAV,7,0,1,1,0
TCAV,7,0,1,1,0
TCAV,0,1,0,0,1
TCAV,0,1,0,0,1
TCAV,7,0,1,1,0
TCAV,5,0,0,1,1
TCAV,2,1,0,0,1
TCAV,9,0,1,1,0
TCAV,8,0,0,1,1
TCAV,7,0,1,1,0
TCAV,4,0,1,1,0
TCAV,4,0,1,1,0
TCAV,2,1,0,0,1
TCAV,6,1,0,0,1
TCAV,6,1,0,0,1
TCAV,1,0,1,0,0
TCAV,9,0,1,1,0
TCAV,6,1,0,0,1
TCAV,8,0,0,1,1
TCAV,2,1,0,0,1
TCAV,9,0,1,1,0
TCAV,0,1,0,0,1
TCAV,8,0,0,0,1
TCAV,3,0,0,0,1
TCAV,1,1,1,0,0
TCAV,1,1,1,0,0
TCAV,6,1,0,0,1
TCAV,3,0,0,0,1
TCAV,5,1,0,1,1
TCAV,1,1,1,0,0
TCAV,1,1,0,0,1
TCAV,1,1,1,0,0
TCAV,3,1,0,0,1
TCAV,1,0,1,0,0
TCAV,2,1,0,0,1
TCAV,3,0,0,0,1
TCAV,0,1,0,0,1
TCAV,2,1,0,0,1
TCAV,0,1,0,0,1
TCAV,1,1,1,0,0
TCAV,3,0,0,0,1
TCAV,5,1,0,1,1
TCAV,5,1,0,0,1
TCAV,7,0,1,1,0
TCAV,4,0,1,1,0
TCAV,8,0,0,1,1
TCAV,9,0,1,1,0
TCAV,6,1,0,0,1
TCAV,9,0,1,1,0
TCAV,6,1,0,0,1
TCAV,8,0,0,1,1
TCAV,3,0,0,0,1
TCAV,6,1,0,0,1
TCAV,6,1,0,0,1
TCAV,8,0,0,1,1
TCAV,5,1,0,1,1
TCAV,1,1,0,0,1
TCAV,4,0,1,1,0
TCAV,2,1,0,0,1
TCAV,4,0,1,1,0
TCAV,4,0,1,1,0
TCAV,5,0,0,1,1
TCAV,1,1,1,0,0
TCAV,1,0,1,0,0
TCAV,9,0,1,1,0
TCAV,0,1,0,0,1
TCAV,2,1,0,0,1
TCAV,4,0,1,1,0
TCAV,9,0,1,1,0
TCAV,5,0,0,1,1
TCAV,7,0,1,1,0
TCAV,1,1,1,0,0
TCAV,8,0,0,1,1
TCAV,8,0,0,1,1
TCAV,5,1,0,1,1
TCAV,6,1,0,0,1
TCAV,9,0,1,1,0
TCAV,8,0,0,0,1
TCAV,7,0,1,1,0
TCAV,1,1,1,0,0
TCAV,1,0,1,0,0
TCAV,6,1,0,0,1
TCAV,7,0,1,1,0
TCAV,6,1,0,0,1
TCAV,3,0,0,0,1
TCAV,2,1,0,0,1
TCAV,2,1,0,0,1
TCAV,0,1,0,0,1
TCAV,8,0,0,0,1
TCAV,9,0,1,1,0
TCAV,2,1,0,0,1
TCAV,5,0,0,1,0
TCAV,1,1,1,0,0
TCAV,0,1,0,0,1
TCAV,8,0,0,1,1
TCAV,1,0,1,0,0
TCAV,9,0,1,1,0
TCAV,5,1,0,1,1
TCAV,7,0,1,1,0
TCAV,9,0,1,1,0
TCAV,6,1,0,0,1
TCAV,9,0,1,1,0
TCAV,0,1,0,0,1
TCAV,6,1,0,0,1
TCAV,1,0,1,0,0
TCAV,5,0,0,1,1
TCAV,5,0,1,1,0
TCAV,8,1,0,1,1
TCAV,3,0,0,0,1
TCAV,8,0,0,1,1
TCAV,2,1,0,0,1
TCAV,6,1,0,0,1
TCAV,5,1,0,1,1
TCAV,0,1,0,0,1
TCAV,7,0,1,1,0
True Prop.,6,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,2,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,3,0,0,0,1
True Prop.,7,0,1,1,0
True Prop.,7,0,1,1,0
True Prop.,0,1,0,0,1
True Prop.,0,1,0,0,1
True Prop.,7,0,1,1,0
True Prop.,5,0,0,1,1
True Prop.,2,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,7,0,1,1,0
True Prop.,4,0,1,1,0
True Prop.,4,0,1,1,0
True Prop.,2,1,0,0,1
True Prop.,6,1,0,0,1
True Prop.,6,1,0,0,1
True Prop.,1,0,1,0,0
True Prop.,9,1,0,0,1
True Prop.,6,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,2,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,0,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,1,0,1,0,0
True Prop.,1,0,1,0,0
True Prop.,6,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,5,0,0,1,1
True Prop.,1,0,1,0,0
True Prop.,1,0,1,0,0
True Prop.,1,0,1,0,0
True Prop.,3,0,0,0,1
True Prop.,1,0,1,0,0
True Prop.,2,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,0,1,0,0,1
True Prop.,2,1,0,0,1
True Prop.,0,1,0,0,1
True Prop.,1,0,1,0,0
True Prop.,3,0,0,0,1
True Prop.,5,0,0,1,1
True Prop.,5,0,0,1,1
True Prop.,7,0,1,1,0
True Prop.,4,0,1,1,0
True Prop.,8,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,6,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,6,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,6,1,0,0,1
True Prop.,6,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,5,0,0,1,1
True Prop.,1,0,1,0,0
True Prop.,4,0,1,1,0
True Prop.,2,1,0,0,1
True Prop.,4,0,1,1,0
True Prop.,4,0,1,1,0
True Prop.,5,0,0,1,1
True Prop.,1,0,1,0,0
True Prop.,1,0,1,0,0
True Prop.,9,1,0,0,1
True Prop.,0,1,0,0,1
True Prop.,2,1,0,0,1
True Prop.,4,0,1,1,0
True Prop.,9,1,0,0,1
True Prop.,5,0,0,1,1
True Prop.,7,0,1,1,0
True Prop.,1,0,1,0,0
True Prop.,8,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,5,0,0,1,1
True Prop.,6,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,7,0,1,1,0
True Prop.,1,0,1,0,0
True Prop.,1,0,1,0,0
True Prop.,6,1,0,0,1
True Prop.,7,0,1,1,0
True Prop.,6,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,2,1,0,0,1
True Prop.,2,1,0,0,1
True Prop.,0,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,2,1,0,0,1
True Prop.,5,0,0,1,1
True Prop.,1,0,1,0,0
True Prop.,0,1,0,0,1
True Prop.,8,1,0,0,1
True Prop.,1,0,1,0,0
True Prop.,9,1,0,0,1
True Prop.,5,0,0,1,1
True Prop.,7,0,1,1,0
True Prop.,9,1,0,0,1
True Prop.,6,1,0,0,1
True Prop.,9,1,0,0,1
True Prop.,0,1,0,0,1
True Prop.,6,1,0,0,1
True Prop.,1,0,1,0,0
True Prop.,5,0,0,1,1
True Prop.,5,0,0,1,1
True Prop.,8,1,0,0,1
True Prop.,3,0,0,0,1
True Prop.,8,1,0,0,1
True Prop.,2,1,0,0,1
True Prop.,6,1,0,0,1
True Prop.,5,0,0,1,1
True Prop.,0,1,0,0,1
True Prop.,7,0,1,1,0
TCAR,4,0,1,1,0
TCAR,6,1,0,0,1
TCAR,1,0,1,0,0
TCAR,3,0,0,0,1
TCAR,4,1,1,1,0
TCAR,7,0,1,1,0
TCAR,3,1,0,0,1
TCAR,2,1,0,0,1
TCAR,3,0,0,0,1
TCAR,4,0,1,1,0
TCAR,2,1,0,0,1
TCAR,5,1,0,1,1
TCAR,2,1,0,0,1
TCAR,7,0,1,1,0
TCAR,1,0,1,1,0
TCAR,7,0,1,1,0
TCAR,2,1,0,0,1
TCAR,6,1,0,0,1
TCAR,4,1,1,1,0
TCAR,1,0,1,1,0
TCAR,5,1,0,1,1
TCAR,7,1,1,1,0
TCAR,8,0,0,0,1
TCAR,6,1,0,0,1
TCAR,0,1,0,0,1
TCAR,1,0,1,0,0
TCAR,8,1,0,0,1
TCAR,2,1,0,1,1
TCAR,5,0,1,1,0
TCAR,7,0,1,1,0
TCAR,7,0,1,1,0
TCAR,6,1,1,1,0
TCAR,9,0,0,1,1
TCAR,3,0,0,1,1
TCAR,5,1,0,1,1
TCAR,8,1,0,0,1
TCAR,4,1,1,1,0
TCAR,2,1,0,0,1
TCAR,4,1,1,1,0
TCAR,0,0,1,1,0
TCAR,8,1,0,0,1
TCAR,8,0,0,0,1
TCAR,3,0,0,0,1
TCAR,4,0,1,1,0
TCAR,9,0,1,1,0
TCAR,2,0,1,0,0
TCAR,7,0,1,1,0
TCAR,5,0,0,1,1
TCAR,8,0,0,0,0
TCAR,6,0,1,1,0
TCAR,5,0,0,0,1
TCAR,6,1,0,0,1
TCAR,0,0,0,0,1
TCAR,8,1,0,0,1
TCAR,6,1,0,1,1
TCAR,7,0,1,1,0
TCAR,3,0,0,0,1
TCAR,6,1,0,1,1
